"title","score","episode_count","episode_length","member_count","start_date","synopsis","genre","studio","source","url","image"
Tensei shitara Slime Datta Ken Movie: Guren no Kizuna-hen,0.0,"1 ep","108 min",104351,2022-11-25,"In Raja, a small country located to the west of Tempest. Rimuru and his companions get involved in a long-running conspiracy that swirls around the mysterious power of the queen. Rimuru and his commander Benimaru also encounter another ogre survivor named Hiiro, a man that used to be the brother of Benimaru.

(Source: ANN)","{Action,Adventure,Comedy,Fantasy,Isekai}","8bit",Original,https://myanimelist.net/anime/49877/Tensei_shitara_Slime_Datta_Ken_Movie__Guren_no_Kizuna-hen,https://cdn.myanimelist.net/images/anime/1745/128238.jpg
Suzume no Tojimari,0.0,"1 ep","121 min",92343,2022-11-11,"Suzume, a 17-year-old girl who lives in a quiet town in Kyushu, encounters a traveling young man who tells her ""I'm looking for a door."" She follows after him and discovers a weathered door in the ruins in the mountains, as if it were the only thing left standing from a collapse. As if drawn by something, Suzume reaches for the door...

Before long, doors begin to open one after another in various parts of Japan. As disasters come from the far side of the doors, the open doors must be closed.

The stars, the setting sun, and the morning sky—in that place she wandered into, there was a sky that seemingly blended all of time together. Guided by the mysterious doors, Suzume's ""door-locking journey"" begins.

(Source: MAL News)",{Fantasy},CoMix Wave Films,Original,https://myanimelist.net/anime/50594/Suzume_no_Tojimari,https://cdn.myanimelist.net/images/anime/1598/128450.jpg
Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,0.0,"1 ep","0 min",64235,2022-12-17,New Kaguya-sama wa Kokurasetai anime.,"{Comedy,Romance,School,Seinen}",A-1 Pictures,Manga,https://myanimelist.net/anime/52198/Kaguya-sama_wa_Kokurasetai__First_Kiss_wa_Owaranai,https://cdn.myanimelist.net/images/anime/1670/130060.jpg
Sword Art Online: Progressive Movie - Kuraki Yuuyami no Scherzo,7.6,"1 ep","100 min",61695,2022-10-22,Second Sword Art Online: Progressive movie.,"{Action,Adventure,Fantasy,Romance,""Video Game""}",A-1 Pictures,Light novel,https://myanimelist.net/anime/50275/Sword_Art_Online__Progressive_Movie_-_Kuraki_Yuuyami_no_Scherzo,https://cdn.myanimelist.net/images/anime/1656/126446.jpg
Boku ga Aishita Subete no Kimi e,0.0,"1 ep","102 min",23805,2022-10-07,"A world where it has been established that people routinely swing between slightly different parallel worlds...

Koyomi Takasaki, who lives with his mother following his parents' divorce, enrolls in a local university prep school. Due to the atmosphere concentrated on studies and his social awkwardness, Koyomi is unable to make friends. One day, he is suddenly approached by his classmate Kazune Takigawa, who tells him that she has travelled from the 85th world where she and Koyomi are lovers.

(Source: MAL News)","{Romance,Sci-Fi}",Bakken Record,Novel,https://myanimelist.net/anime/49834/Boku_ga_Aishita_Subete_no_Kimi_e,https://cdn.myanimelist.net/images/anime/1145/127594.jpg
Kimi wo Aishita Hitori no Boku e,0.0,"1 ep","98 min",21804,2022-10-07,"A world where it has been established that people routinely swing between slightly different parallel worlds...

Koyomi Hidaka, who lives with his father following his parents' divorce, meets a girl named Shiori Satou at the research institute where his father works. They both have a little crush on each other, but everything changes when their parents remarry. Koyomi and Shiori, convinced that they will never be together, try to jump into another world where they won't be step-siblings... There's no meaning in a world without her.

(Source: MAL News)
","{Romance,Sci-Fi}",TMS Entertainment,Novel,https://myanimelist.net/anime/49835/Kimi_wo_Aishita_Hitori_no_Boku_e,https://cdn.myanimelist.net/images/anime/1332/127596.jpg
Watashi ni Tenshi ga Maiorita! Precious Friends,0.0,"1 ep","67 min",13594,2022-10-14,(No synopsis yet.),"{Comedy,""Girls Love""}",Doga Kobo,"4-koma manga",https://myanimelist.net/anime/44141/Watashi_ni_Tenshi_ga_Maiorita_Precious_Friends,https://cdn.myanimelist.net/images/anime/1267/124382.jpg
The First Slam Dunk,0.0,"1 ep","124 min",11946,2022-12-03,(No synopsis yet.),"{Sports,School,Shounen}",DandeLion Animation Studio,Manga,https://myanimelist.net/anime/45649/The_First_Slam_Dunk,https://cdn.myanimelist.net/images/anime/1745/129284.jpg
Kagami no Kojou,0.0,"1 ep","0 min",9608,2022-12-23,"In a tranquil neighborhood of Tokyo, seven students are avoiding going to school—hiding in their darkened bedrooms, unable to face their family and friends—until the moment they find the mirrors in their bedrooms are shining.

At a single touch, they are pulled from their lonely lives into a wondrous castle straight out of a Grimm's fairy tale. This whimsical place, oddly lacking in food and running water but full of electrical sockets, is home to a petulant girl in a mask, named Wolf Queen and becomes their playground and refuge during school hours. Hidden within the walls, they're told there's a key that will grant one wish, as well as a set of clues to find it. But there's a catch: the key must be found by the end of the school year and they must leave the premises by five o'clock each day or else suffer a fatal end.

As time passes, a devastating truth emerges: only those brave enough to share their stories will be saved. And so they begin to unlock each other's stories: how a boy is showered with more gadgets than love; how another suffers a painful and unexplained rejection, and how a girl lives in fear of her predatory stepfather. As they struggle to abide by the rules of the game, a moving story unfolds, of seven characters trapped in a cycle of misunderstanding and loneliness, who are ultimately set free by the power of friendship, empathy, and sacrifice. 

(Source: Erewhon Books, edited)","{Drama,Fantasy,Mystery}",A-1 Pictures,Novel,https://myanimelist.net/anime/51116/Kagami_no_Kojou,https://cdn.myanimelist.net/images/anime/1954/129158.jpg
Bokura no Yoake,0.0,"1 ep","0 min",4576,2022-10-21,"In 2038, Yuuma Sawatari is an elementary school kid who loves everything about space and astronomy. He was initially excited when his parents bought a robot called Nanako, but he was disappointed when he learned that she was basically just a boring housekeeping robot. However, when he does finally try to talk to her about space, something strange happens. Her system crashes and is taken over by what claims to be a marooned alien ship! The alien ship wants Yuuma's help to get back to space! 

(Source: MangaHelpers)","{Drama,Sci-Fi,Seinen}",Zero-G,Manga,https://myanimelist.net/anime/51307/Bokura_no_Yoake,https://cdn.myanimelist.net/images/anime/1411/127593.jpg
Garden of Remembrance,0.0,"1 ep","0 min",2682,2022-10-28,"An untidy room. Empty beer tins, empty wine bottles, a half-empty glass of whisky...

A girl is getting up absent-mindedly and starts preparing herself. YOUR morning starts. Lazy and hard-to-wake-up YOU. The emoticon is ME watching over YOU. I play tricks on YOU, while YOU are playing the guitar and drinking. One day, in town, YOU walk past THE CHILDHOOD FRIEND who is buying an Anemone I liked, and remembering that I liked them, YOU rush out to buy them. THE CHILDHOOD FRIEND displays the Anemone with care.

One day, years after I died, YOU hear noise from the closet. Opened, YOU see MY garden right in front of YOU. Overflowing emotions of ME and YOU. When exiting from the room with memories, a picture of the Anemone that YOU painted is displayed in YOUR new room. 

(Souce: Annecy Film Festival)",{},Science SARU,Original,https://myanimelist.net/anime/52085/Garden_of_Remembrance,https://cdn.myanimelist.net/images/anime/1140/124501.jpg
Kin no Kuni Mizu no Kuni,0.0,"1 ep","0 min",2408,2022-10-21,"Once upon a time, there were two rival kingdoms that did not get along. Every day, they argued over insignificant matters. When a dispute over removing dog waste ultimately turned into a war, God swiftly intervened and directed the two nation's leaders to exchange the most beautiful girl and the most intelligent young man for bride and bridegroom, respectively.

Saara, the princess of country A, meets the prince of country B, Naranbayar. As they pretend to be a married couple to protect the peace between the countries, they find themselves gradually falling in love.

(Source: MAL News)

The film premiered at the Animation Is Film Festival in Los Angeles on October 21, 2022. The film was officially released in theaters in Japan on January 27, 2023.",{Josei},Madhouse,Manga,https://myanimelist.net/anime/52186/Kin_no_Kuni_Mizu_no_Kuni,https://cdn.myanimelist.net/images/anime/1146/124710.jpg
Kame no Koura wa Abarabone,0.0,"1 ep","0 min",618,2022-10-28,"Kameda Kamerou is a normal second-year high school student who leads a dull school life.
His true feelings are hidden behind his ribs.

One day, the news that his best friend, Kaerugawa Erutaka helped others spread quickly, and caught the attention of a high-ranking group, including the school's superstar Raionji Raiou, who is aiming to become the student council president.
Kaerugawa suddenly joins them, and Kameda is tormented by jealousy and an inferiority complex.
How will their friendship go? And on the day of the student council election, a
session of ""bone-to-bone collision"" begins! ?

When the bones change, the world changes. This is a story of conflict and growth between certain high school students and ribs.

(Source: Official website)",{Delinquents},TypeZero,Other,https://myanimelist.net/anime/52980/Kame_no_Koura_wa_Abarabone,https://cdn.myanimelist.net/images/anime/1740/127733.jpg
Kaiketsu Zorori Movie: Lalala♪ Star Tanjou,0.0,"1 ep","0 min",46,2022-12-09,(No synopsis yet.),"{Adventure,Comedy,Kids}",Ajia-Do,Book,https://myanimelist.net/anime/53391/Kaiketsu_Zorori_Movie__Lalala♪_Star_Tanjou,https://cdn.myanimelist.net/images/anime/1793/129419.jpg
Fate/strange Fake: Whispers of Dawn,0.0,"1 ep","0 min",18499,2022-12-31,"Fate/strange Fake centers around an imperfect copy of a Grail War based on the Third Holy Grail War in Fuyuki. Following the conclusion of the third Grail War, a US-based organization with magi distinct from the London-based Mage Association, used data from Fuyuki's Grail War to plan their own ritual. Seventy years later, they used the city of Snowfield as the Sacred Land for their own Grail War. However, they were unable to successfully replicate every aspect of the ritual, resulting in it acting only as an imitation that has lost the Saber class and allowed for the summoning of strange Servants due to the blurring of the definition of a ""hero.""

Rohngall and his pupil, Faldeus, have been dispatched by the Mage's Association to investigate the city and the state of the war. Faldeus, a US organization spy, has Rohngall sniped upon his arrival, despite knowing that Rohngall is a puppet. He declares that their Holy Grail War has been in development and is real, causing a commotion at the Clock Tower, and that he wishes to ""advertise"" the project to the Association.

(Source: MAL News)","{Action,Fantasy,Supernatural}",A-1 Pictures,Light novel,https://myanimelist.net/anime/53127/Fate_strange_Fake__Whispers_of_Dawn,https://cdn.myanimelist.net/images/anime/1502/128320.jpg
Isekai Meikyuu de Harem wo Specials,0.0,"2 eps","0 min",10521,2022-11-25,(No synopsis yet.),"{Comedy,Ecchi}",Passione,Light novel,https://myanimelist.net/anime/52281/Isekai_Meikyuu_de_Harem_wo_Specials,https://cdn.myanimelist.net/images/anime/1672/125096.jpg
Made in Abyss: Retsujitsu no Ougonkyou - Papa to Issho,6.82,"1 ep","6 min",6841,2022-10-26,Bonus mini anime included in the first Made in Abyss: Retsujitsu no Ougonkyou Blu-ray/DVD BOX volume.,{Fantasy},Kinema Citrus,Manga,https://myanimelist.net/anime/52149/Made_in_Abyss__Retsujitsu_no_Ougonkyou_-_Papa_to_Issho,https://cdn.myanimelist.net/images/anime/1874/125099.jpg
"Kanojo, Okarishimasu 2nd Season Mini Anime",0.0,"4 eps","1 min",4717,2022-10-26,"Mini anime shorts included in each of the four Blu-ray releases of Kanojo, Okarishimasu 2nd Season.",{Comedy},TMS Entertainment,Manga,https://myanimelist.net/anime/52289/Kanojo_Okarishimasu_2nd_Season_Mini_Anime,https://cdn.myanimelist.net/images/anime/1890/129843.jpg
One Piece: Dai Tettei Kaibou! Gekitou! 5-nin no Shin Sedai,6.69,"1 ep","24 min",1934,2022-10-09,Special that recaps the fight on the Skull Dome's roof between the Worst Generation and Kaidou and Big Mom.,"{Action,Adventure,Fantasy,Shounen}",Toei Animation,Manga,https://myanimelist.net/anime/53235/One_Piece__Dai_Tettei_Kaibou_Gekitou_5-nin_no_Shin_Sedai,https://cdn.myanimelist.net/images/anime/1360/128759.jpg
Hoshi no Samidare: Zenhan-sen,5.24,"1 ep","24 min",1743,2022-10-01,Recap of the first 12 episodes of Hoshi no Samidare from Noi's point-of-view.,"{Action,Adventure,Comedy,Drama}",NAZ,Manga,https://myanimelist.net/anime/53131/Hoshi_no_Samidare__Zenhan-sen,https://cdn.myanimelist.net/images/anime/1340/128357.jpg
Urusei Yatsura x Onitsuka Tiger Collaboration CM,6.21,"1 ep","1 min",1042,2022-10-20,"A collaboration commercial between the shoe brand Onitsuka Tiger and Urusei Yatsura. It features Ataru and Lum shopping at the real life Onitsuka Tiger store, where Lum attacks Ataru after he hits on the shop attendant.","{Comedy,Romance,Sci-Fi,Supernatural}",David Production,Manga,https://myanimelist.net/anime/53402/Urusei_Yatsura_x_Onitsuka_Tiger_Collaboration_CM,https://cdn.myanimelist.net/images/anime/1191/129537.jpg
Tonikaku Kawaii: Seifuku,0.0,"1 ep","0 min",45412,2022-11-22,Special episode of Tonikaku Kawaii scheduled to be released Fall 2022.,"{Comedy,Romance,Shounen}",Seven Arcs,Manga,https://myanimelist.net/anime/51533/Tonikaku_Kawaii__Seifuku,https://cdn.myanimelist.net/images/anime/1085/126580.jpg
Nanatsu no Taizai: Ensa no Edinburgh,0.0,"2 eps","0 min",20426,2022-12-01,"Tristan, the son of Meliodas and Elizabeth, inherits the power of the Goddess Clan and can heal people's wounds and injuries, but he often ends up hurting others due to his inability to control his Demon Clan power. To protect his family, Tristan heads to Edinburgh Castle and meets a host of new friends along the way.

(Source: Netflix)","{Action,Adventure,Fantasy,Supernatural}",Alfred Imageworks,Manga,https://myanimelist.net/anime/50315/Nanatsu_no_Taizai__Ensa_no_Edinburgh,https://cdn.myanimelist.net/images/anime/1023/128555.jpg
